step,Activations/actor/compressor.2/dead_ratio,Activations/actor/compressor.2/mean,Activations/actor/compressor.2/std,Activations/actor/decoder.2/dead_ratio,Activations/actor/decoder.2/mean,Activations/actor/decoder.2/std,Activations/actor/decompressor.1/dead_ratio,Activations/actor/decompressor.1/mean,Activations/actor/decompressor.1/std,Activations/actor/encoder.2/dead_ratio,Activations/actor/encoder.2/mean,Activations/actor/encoder.2/std,Activations/actor/encoder.6/dead_ratio,Activations/actor/encoder.6/mean,Activations/actor/encoder.6/std,Episode/action_mean,Episode/action_std,Episode/actor_loss,Episode/best_reward,Episode/critic_loss,Episode/dpdx_max,Episode/dpdx_mean,Episode/dpdx_min,Episode/noise_scale,Episode/q_value,Episode/reward,Episode/spatial_loss,Episode/steps,Episode/temporal_loss,Episode/zero_loss,Gradients/Actor/global_norm,Gradients/Actor/gnn_grad_norm,Gradients/Actor/is_exploding,Gradients/Actor/is_vanishing,Gradients/Critic/global_norm,Gradients/Critic/is_exploding,Gradients/Critic/is_vanishing,Training/actor_lr,Training/critic_lr,Training/gradient_clip,Weights/Actor/gnn_weight_norm
25,,,,,,,,,,,,,,,,-0.0407857820391655,0.17549853026866913,425.38092041015625,,553.4957885742188,-0.004509458318352699,-0.005623181816190481,-0.007654956541955471,0.08659642934799194,-425.07244873046875,-8990.447265625,0.003353640902787447,1801.0,0.014043079689145088,0.008481972850859165,,,,,,,,,,,
26,,,,,,,,,,,,,,,,-0.03897743299603462,0.17518001794815063,436.593994140625,,225325.78125,-0.004786081146448851,-0.0058562979102134705,-0.00825420767068863,0.08609937876462936,-436.7317199707031,-10856.41015625,0.0032700099982321262,1801.0,0.014225953258574009,0.008573703467845917,,,,,,,,,,,
27,,,,,,,,,,,,,,,,-0.0342620350420475,0.16963031888008118,447.9939880371094,,521.2551879882812,-0.004579668398946524,-0.006126886233687401,-0.007769852876663208,0.08560517430305481,-447.9986267089844,-13022.322265625,0.003172687254846096,1801.0,0.015066600404679775,0.008534644730389118,,,,,,,,,,,
28,,,,,,,,,,,,,,,,-0.0386836938560009,0.17355406284332275,459.2081298828125,,597.8317260742188,-0.004151905886828899,-0.0057672481052577496,-0.008592620491981506,0.08511380106210709,-459.2953796386719,-10143.6181640625,0.0031415587291121483,1801.0,0.014763712882995605,0.008756453171372414,,,,,,,,,,,
29,,,,,,,,,,,,,,,,-0.03607704117894173,0.17317599058151245,470.12567138671875,,679.4801025390625,-0.004300741478800774,-0.005628232844173908,-0.007711289916187525,0.0846252590417862,-469.9862060546875,-9030.87890625,0.0031198724173009396,1801.0,0.01498753298074007,0.009083963930606842,,,,,,,,,,,
30,,,,,,,,,,,,,,,,-0.03941778093576431,0.16970592737197876,480.9056091308594,,738.83251953125,-0.004742675460875034,-0.005917362403124571,-0.007647558115422726,0.08413951098918915,-481.064208984375,-11345.19921875,0.0030547205824404955,1801.0,0.013776052743196487,0.008647194132208824,,,,,,,,,,,
31,,,,,,,,,,,,,,,,-0.03304259851574898,0.16928140819072723,491.8477478027344,,225535.203125,-0.004350096918642521,-0.0058083198964595795,-0.007798964157700539,0.08365655690431595,-491.8104553222656,-10472.375,0.003044805256649852,1801.0,0.015757134184241295,0.00851336121559143,,,,,,,,,,,
32,,,,,,,,,,,,,,,,-0.031026329845190048,0.16485343873500824,502.0045471191406,,726.759033203125,-0.0046335626393556595,-0.005960435606539249,-0.007691959384828806,0.0831763744354248,-502.0113830566406,-11689.9775390625,0.0029738899320364,1801.0,0.01560911163687706,0.008711745962500572,,,,,,,,,,,
33,,,,,,,,,,,,,,,,-0.028982942923903465,0.16819541156291962,512.4934692382812,,807.0061645507812,-0.004746436141431332,-0.005794155411422253,-0.00677370373159647,0.08269894868135452,-512.9227294921875,-10358.9951171875,0.0029212171211838722,1801.0,0.016027262434363365,0.009012341499328613,,,,,,,,,,,
34,,,,,,,,,,,,,,,,-0.0305496733635664,0.1678934544324875,522.3358764648438,,755.709716796875,-0.00396562647074461,-0.005700722802430391,-0.007662755902856588,0.08222426474094391,-522.7850341796875,-9611.119140625,0.0030058701522648335,1801.0,0.015448329038918018,0.00864292774349451,,,,,,,,,,,
35,,,,,,,,,,,,,,,,-0.03145724907517433,0.16588254272937775,531.7723999023438,,773.323974609375,-0.004804759286344051,-0.006198130548000336,-0.008425365202128887,0.08175230026245117,-531.77392578125,-13592.591796875,0.0029051238670945168,1801.0,0.016147492453455925,0.00903596542775631,,,,,,,,,,,
36,,,,,,,,,,,,,,,,-0.021087290719151497,0.16488023102283478,541.1432495117188,,225787.171875,-0.004529609344899654,-0.005648429039865732,-0.007322431541979313,0.08128305524587631,-541.1605224609375,-9192.537109375,0.0028545442037284374,1801.0,0.01718474179506302,0.008891390636563301,,,,,,,,,,,
37,,,,,,,,,,,,,,,,0.010331369005143642,0.1622377187013626,550.9932861328125,,824.716552734375,-0.004195256624370813,-0.005858180113136768,-0.008079633116722107,0.08081649243831635,-551.2774658203125,-10871.4755859375,0.0026314996648579836,1801.0,0.02787303738296032,0.01030904520303011,,,,,,,,,,,
38,,,,,,,,,,,,,,,,0.04310610517859459,0.1397508680820465,559.7042846679688,-5700.95166015625,226092.671875,-0.003310905070975423,-0.005212223157286644,-0.007325427141040564,0.08035261183977127,-559.8043823242188,-5700.95166015625,0.0020839227363467216,1801.0,0.03944260999560356,0.00958790723234415,,,,,,,,,,,
39,,,,,,,,,,,,,,,,0.05452103540301323,0.11451675742864609,567.78955078125,299.9531555175781,825.5814819335938,-0.003091821214184165,-0.004462526645511389,-0.0055238003842532635,0.0798913910984993,-568.4230346679688,299.9531555175781,0.002464716089889407,1801.0,0.04002891108393669,0.006142908241599798,,,,,,,,,,,
40,,,,,,,,,,,,,,,,-0.007073324639350176,0.13311262428760529,566.5399169921875,,225668.28125,-0.0033874567598104477,-0.004725753795355558,-0.006714384071528912,0.07943282276391983,-571.0805053710938,-1807.033935546875,0.003727479837834835,1801.0,0.04347855597734451,0.009600919671356678,,,,,,,,,,,
41,,,,,,,,,,,,,,,,-0.011533736251294613,0.14048807322978973,557.3011474609375,,819.0567016601562,-0.003968940582126379,-0.005222373642027378,-0.0066562918946146965,0.07897688448429108,-563.6573486328125,-5782.2001953125,0.003472816664725542,1801.0,0.041497852653265,0.008174516260623932,,,,,,,,,,,
42,,,,,,,,,,,,,,,,-0.014144540764391422,0.13144418597221375,549.423583984375,,827.6322021484375,-0.003388582495972514,-0.00478817243129015,-0.0058488608337938786,0.07852356135845184,-554.3357543945312,-2306.6591796875,0.006449806038290262,1801.0,0.03998841717839241,0.002524283714592457,,,,,,,,,,,
43,,,,,,,,,,,,,,,,-0.012532515451312065,0.12203263491392136,538.6615600585938,,917.2068481445312,-0.003572844434529543,-0.004737996496260166,-0.005891599226742983,0.07807284593582153,-544.9924926757812,-1905.031494140625,0.00838495884090662,1801.0,0.03790218383073807,0.00225117732770741,,,,,,,,,,,
44,,,,,,,,,,,,,,,,-0.016932278871536255,0.12815479934215546,523.0479736328125,,743.7487182617188,-0.003859724849462509,-0.004721530247479677,-0.005986448843032122,0.07762470841407776,-530.6928100585938,-1773.2266845703125,0.014195000752806664,1801.0,0.03808629512786865,0.0023709519300609827,,,,,,,,,,,
45,,,,,,,,,,,,,,,,-0.01842608116567135,0.12710842490196228,509.56524658203125,,711.9429931640625,-0.0036668621469289064,-0.004818186163902283,-0.006158750504255295,0.07717914879322052,-516.1114501953125,-2546.904296875,0.01673942245543003,1801.0,0.03682282939553261,0.002205740660429001,,,,,,,,,,,
46,,,,,,,,,,,,,,,,-0.014886496588587761,0.13124023377895355,494.810302734375,,642.5595092773438,-0.0038577376399189234,-0.0046509262174367905,-0.005783547181636095,0.07673615217208862,-502.4315490722656,-1208.07861328125,0.020592505112290382,1801.0,0.03830673173069954,0.001826795982196927,,,,,,,,,,,
47,,,,,,,,,,,,,,,,-0.02254144847393036,0.1288251429796219,482.8387451171875,,225373.28125,-0.003577249124646187,-0.004984346684068441,-0.006392000243067741,0.07629568874835968,-489.2955017089844,-3876.924560546875,0.020609339699149132,1801.0,0.03700121492147446,0.002278674626722932,,,,,,,,,,,
48,,,,,,,,,,,,,,,,-0.03468353673815727,0.13246524333953857,472.359375,,225894.125,-0.003819663543254137,-0.0049295793287456036,-0.006553297862410545,0.07585775852203369,-478.5128173828125,-3438.5439453125,0.027484124526381493,1801.0,0.038162440061569214,0.003082397161051631,,,,,,,,,,,
49,,,,,,,,,,,,,,,,-0.03835611790418625,0.13221994042396545,463.4433288574219,,618.2418823242188,-0.0034597248304635286,-0.005020244978368282,-0.006267928518354893,0.07542233914136887,-469.4369201660156,-4164.27294921875,0.028249716386198997,1801.0,0.03840294107794762,0.0033582381438463926,,,,,,,,,,,
50,,,,,,,,,,,,,,,,-0.038851477205753326,0.13842295110225677,457.5607604980469,,522.0194091796875,-0.004330803640186787,-0.005153144244104624,-0.006128803361207247,0.0749894231557846,-462.4255676269531,-5228.05517578125,0.03484608232975006,1801.0,0.04004482179880142,0.003633231855928898,,,,,,,,,,,
51,,,,,,,,,,,,,,,,-0.03943950682878494,0.1430361568927765,453.2353515625,,515.4590454101562,-0.0039229001849889755,-0.004946647211909294,-0.006150676403194666,0.07455898821353912,-457.9488220214844,-3575.163818359375,0.039216719567775726,1801.0,0.039879921823740005,0.0037698354572057724,,,,,,,,,,,
52,,,,,,,,,,,,,,,,-0.038864314556121826,0.14200811088085175,449.13885498046875,,510.98712158203125,-0.0039801946841180325,-0.0051249610260128975,-0.006773476488888264,0.07413102686405182,-453.89599609375,-5002.46630859375,0.03929239138960838,1801.0,0.03834368661046028,0.0036804017145186663,,,,,,,,,,,
53,,,,,,,,,,,,,,,,-0.02953692153096199,0.14868943393230438,446.29290771484375,,510.3988037109375,-0.003729474963620305,-0.005190324503928423,-0.007051346357911825,0.0737055167555809,-450.41998291015625,-5525.66357421875,0.04542562738060951,1801.0,0.03884270414710045,0.0037137374747544527,,,,,,,,,,,
54,,,,,,,,,,,,,,,,-0.027140270918607712,0.1503959745168686,444.22003173828125,,474.7153015136719,-0.004120279103517532,-0.005424182396382093,-0.00686789583414793,0.07328245043754578,-448.3619689941406,-7397.56640625,0.046177029609680176,1801.0,0.038361117243766785,0.003862943733111024,,,,,,,,,,,
55,,,,,,,,,,,,,,,,-0.02608698233962059,0.15050554275512695,442.5575866699219,,544.0540161132812,-0.003781998995691538,-0.005173888523131609,-0.007183960173279047,0.07286182045936584,-446.4571533203125,-5394.10302734375,0.0460737980902195,1801.0,0.03793478012084961,0.003947185818105936,,,,,,,,,,,
56,,,,,,,,,,,,,,,,-0.03007335774600506,0.15225981175899506,441.7547607421875,,513.0078125,-0.003894878551363945,-0.005176755599677563,-0.006608627270907164,0.07244359701871872,-445.06793212890625,-5417.05078125,0.04469309374690056,1801.0,0.03851933777332306,0.004245734307914972,,,,,,,,,,,
57,,,,,,,,,,,,,,,,-0.035504065454006195,0.15053783357143402,440.7486267089844,,545.7686157226562,-0.0036944046150892973,-0.0051019079983234406,-0.006659046281129122,0.0720277726650238,-444.51324462890625,-4817.9404296875,0.037677016109228134,1801.0,0.03833134099841118,0.004428497515618801,,,,,,,,,,,
58,,,,,,,,,,,,,,,,-0.03878283500671387,0.15097378194332123,440.2611389160156,,546.916748046875,-0.003752062562853098,-0.005171753466129303,-0.006649401504546404,0.0716143399477005,-443.8149719238281,-5377.01171875,0.038449451327323914,1801.0,0.038379356265068054,0.004602697677910328,,,,,,,,,,,
59,,,,,,,,,,,,,,,,-0.03859681263566017,0.15150533616542816,440.2789306640625,,473.9543151855469,-0.00390635896474123,-0.005051909945905209,-0.006063922308385372,0.07120327651500702,-442.96160888671875,-4417.73193359375,0.038814038038253784,1801.0,0.03760663792490959,0.004619718529284,,,,,,,,,,,
60,,,,,,,,,,,,,,,,-0.039753060787916183,0.1515321284532547,439.80645751953125,,516.8985595703125,-0.003583007026463747,-0.004948200657963753,-0.006604025140404701,0.07079457491636276,-442.92755126953125,-3587.59912109375,0.039014510810375214,1801.0,0.03744491562247276,0.004638261161744595,,,,,,,,,,,
300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0872659981250763,0.010862045921385288,0.0,0.0,8.511068344116211,0.0,0.0,0.0010000000474974513,0.0003000000142492354,1.0,7.755062103271484
600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.045979782938957214,0.006383966654539108,0.0,0.0,9.013973236083984,0.0,0.0,0.0010000000474974513,0.0003000000142492354,1.0,7.582930088043213
900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06835314631462097,0.008624719455838203,0.0,0.0,9.602363586425781,0.0,0.0,0.0010000000474974513,0.0003000000142492354,1.0,7.399415493011475
1200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.07554486393928528,0.01111209113150835,0.0,0.0,9.999682426452637,0.0,0.0,0.0010000000474974513,0.0003000000142492354,1.0,7.2411580085754395
1500,0.757568359375,0.808575451374054,2.4977774620056152,0.44036865234375,0.24327026307582855,0.4958628714084625,0.54241943359375,0.6901111006736755,1.7511149644851685,0.5101318359375,0.3824787139892578,0.6101084351539612,0.5300064086914062,0.37165892124176025,0.6399352550506592,,,,,,,,,,,,,,,,0.05357801169157028,0.008106590248644352,0.0,0.0,10.700515747070312,0.0,0.0,0.0010000000474974513,0.0003000000142492354,1.0,7.096643924713135
1800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06873399764299393,0.005959737114608288,0.0,0.0,11.071524620056152,0.0,0.0,0.0010000000474974513,0.0003000000142492354,1.0,6.977769374847412
2100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.049823734909296036,0.007471481803804636,0.0,0.0,11.523223876953125,0.0,0.0,0.0010000000474974513,0.0003000000142492354,1.0,6.8514933586120605
2400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.052200376987457275,0.006709360517561436,0.0,0.0,11.797590255737305,0.0,0.0,0.0010000000474974513,0.0003000000142492354,1.0,6.732079982757568
2700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06359212845563889,0.007746412884443998,0.0,0.0,12.551313400268555,0.0,0.0,0.0010000000474974513,0.0003000000142492354,1.0,6.635785102844238
3000,0.74755859375,1.0471930503845215,3.091547727584839,0.436737060546875,0.21795184910297394,0.47794055938720703,0.5513381958007812,1.0585057735443115,2.8275694847106934,0.5093994140625,0.3807675242424011,0.6077596545219421,0.5248870849609375,0.3752366900444031,0.6217738389968872,,,,,,,,,,,,,,,,0.032174695283174515,0.005654132459312677,0.0,0.0,12.982583999633789,0.0,0.0,0.0010000000474974513,0.0003000000142492354,1.0,6.562854290008545
3300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.12136872857809067,0.007795841433107853,0.0,0.0,13.176344871520996,0.0,0.0,0.0010000000474974513,0.0003000000142492354,1.0,6.485630512237549
3600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.07655839622020721,0.009274676442146301,0.0,0.0,13.891264915466309,0.0,0.0,0.0010000000474974513,0.0003000000142492354,1.0,6.407703876495361
3900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.043904390186071396,0.00745396176353097,0.0,0.0,14.196121215820312,0.0,0.0,0.0010000000474974513,0.0003000000142492354,1.0,6.34162712097168
4200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.09227092564105988,0.006254661362618208,0.0,0.0,14.65816593170166,0.0,0.0,0.0010000000474974513,0.0003000000142492354,1.0,6.294884204864502
4500,0.743408203125,1.1112189292907715,3.075620651245117,0.4436798095703125,0.21319088339805603,0.46184203028678894,0.5475387573242188,1.1209710836410522,2.8760342597961426,0.5024261474609375,0.3827987611293793,0.5945427417755127,0.5222091674804688,0.3734472990036011,0.6078824400901794,,,,,,,,,,,,,,,,0.01898752525448799,0.004317465703934431,0.0,0.0,15.196391105651855,0.0,0.0,0.0010000000474974513,0.0003000000142492354,1.0,6.2492451667785645
4800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04351431503891945,0.006791524589061737,0.0,0.0,15.725666999816895,0.0,0.0,0.0010000000474974513,0.0003000000142492354,1.0,6.195031642913818
5100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05337027087807655,0.008037597872316837,0.0,0.0,15.820690155029297,0.0,0.0,0.0010000000474974513,0.0003000000142492354,1.0,6.164480209350586
5400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05337786301970482,0.006844037678092718,0.0,0.0,16.525365829467773,0.0,0.0,0.0010000000474974513,0.0003000000142492354,1.0,6.115646839141846
5700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.07243038713932037,0.007632175926119089,0.0,0.0,16.918596267700195,0.0,0.0,0.0010000000474974513,0.0003000000142492354,1.0,6.080588340759277
6000,0.728271484375,1.1131243705749512,3.1836624145507812,0.4597930908203125,0.1783994883298874,0.45630204677581787,0.5344314575195312,1.0914019346237183,3.0783190727233887,0.5026092529296875,0.361227810382843,0.6013166308403015,0.5172500610351562,0.3541768193244934,0.6049923300743103,,,,,,,,,,,,,,,,0.07011399418115616,0.009387301281094551,0.0,0.0,17.30113983154297,0.0,0.0,0.0010000000474974513,0.0003000000142492354,1.0,6.051487922668457
6300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.058709848672151566,0.004791498649865389,0.0,0.0,17.913612365722656,0.0,0.0,0.0010000000474974513,0.0003000000142492354,1.0,6.019350528717041
6600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.061916038393974304,0.005263248458504677,0.0,0.0,18.21554946899414,0.0,0.0,0.0010000000474974513,0.0003000000142492354,1.0,5.988484859466553
6900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.08611658960580826,0.005507454741746187,0.0,0.0,18.760438919067383,0.0,0.0,0.0010000000474974513,0.0003000000142492354,1.0,5.963646411895752
7200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.030780920758843422,0.005329221021384001,0.0,0.0,18.935108184814453,0.0,0.0,0.0010000000474974513,0.0003000000142492354,1.0,5.944043159484863
7500,0.709228515625,1.0750410556793213,2.7603883743286133,0.4772796630859375,0.1817319393157959,0.4446090757846832,0.5296859741210938,0.9202462434768677,2.4333746433258057,0.4977264404296875,0.3654026985168457,0.5929229855537415,0.516204833984375,0.3494722247123718,0.5871177911758423,,,,,,,,,,,,,,,,0.031949885189533234,0.004652865696698427,0.0,0.0,19.75418472290039,0.0,0.0,0.0010000000474974513,0.0003000000142492354,1.0,5.925578594207764
7800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.039344411343336105,0.004547346383333206,0.0,0.0,20.059616088867188,0.0,0.0,0.0010000000474974513,0.0003000000142492354,1.0,5.895375728607178
8100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04520389065146446,0.004155551549047232,0.0,0.0,20.47564125061035,0.0,0.0,0.0010000000474974513,0.0003000000142492354,1.0,5.857248783111572
8400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05410374328494072,0.004894273355603218,0.0,0.0,20.751604080200195,0.0,0.0,0.0010000000474974513,0.0003000000142492354,1.0,5.833818435668945
